Region code,Region name ,Local authority code,Local authority name,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
E12000006,East of England,E06000033,Southend-on-Sea,16191,15731,16483,18041,19027,19346,19565,20592,20310,20704,21999,22901,22045,23691,24202,24285,24821,26190,24455,26026,25249,26659,27358,27993,29211,27993,31567,31652
E12000006,East of England,E06000034,Thurrock,18878,18648,19771,21304,20636,24529,24078,25015,24152,23328,23279,24711,24493,25245,25793,25178,26182,24303,25604,25372,27509,27885,29989,30939,30673,34305,35193,34612
E12000006,East of England,E06000055,Bedford,17046,18179,17737,19291,20352,20787,21465,21584,22485,22894,24485,23602,23663,24000,25884,24587,25314,25201,26819,27832,28332,28472,31255,31907,29403,33190,33266,34773
E12000006,East of England,E06000056,Central Bedfordshire,,,,,,,23236,22497,23380,24652,23473,26453,24373,23531,22696,24844,25818,25584,25233,25389,27904,28860,30403,30690,30502,32587,35030,35759
E12000006,East of England,E07000008,Cambridge,18022,17229,17850,20044,20938,20988,21990,23362,24873,24318,25069,27369,28120,28555,28894,29143,31227,29840,30681,31917,31777,33180,34224,35261,35634,35863,40735,43365
E12000006,East of England,E07000009,East Cambridgeshire,15846,13780,14133,17825,17086,19015,19849,21684,20732,21226,23364,23275,23684,23949,23352,23266,25907,24242,25775,26348,27904,26257,28091,26673,29609,29575,32924,34703
E12000006,East of England,E07000010,Fenland,16342,17573,16818,17883,17732,16504,19358,20768,19903,21197,21230,21360,22788,19958,23297,23664,23120,24317,24232,24641,24589,21823,23234,26929,24016,29016,30845,31332
E12000006,East of England,E07000011,Huntingdonshire,,17338,17725,18945,20416,19736,21347,22420,22833,22693,23560,24328,25768,25926,26152,26133,26591,27079,26053,27358,28445,28855,29633,30352,30097,31891,35423,35519
E12000006,East of England,E07000012,South Cambridgeshire,18518,19285,19157,20365,22467,25311,25837,27944,26981,29305,30000,31764,31481,32074,30370,32750,31635,33346,33338,32744,33246,35220,37136,36867,36936,39844,41026,44532
E12000006,East of England,E07000066,Basildon,18919,19311,20849,23410,25105,23192,24685,25743,24672,25528,27082,25741,26047,25362,26513,28478,29017,27998,28508,28551,27265,27675,31429,31153,32834,30685,33788,37526
E12000006,East of England,E07000067,Braintree,14297,14630,14925,15795,17214,19124,19496,20691,22713,23186,24633,23158,22950,23631,24790,24628,26483,25861,26988,29088,27896,27049,28359,29552,28418,31978,32396,37301
E12000006,East of England,E07000068,Brentwood,16519,18079,18339,18438,20690,27178,25435,25040,23309,25060,26674,26564,27842,26934,26966,28501,30434,31580,30741,31351,36022,32483,33040,34119,30416,34818,39820,44055
E12000006,East of England,E07000069,Castle Point,14787,18283,17378,17276,18846,16148,17154,17199,21033,21137,19088,22265,20709,19133,18825,21233,20674,21638,21403,23823,25341,27684,27846,27129,27362,28879,31924,37789
E12000006,East of England,E07000070,Chelmsford,17944,18121,19371,19997,21462,21568,20560,21062,22134,23039,24798,25697,26674,27179,27296,27422,27654,25689,27571,27295,28807,28762,30815,32330,31913,31511,34514,39207
E12000006,East of England,E07000071,Colchester,15617,16535,16668,18639,19077,19249,20300,20328,22098,22831,22223,22936,24556,24761,24104,24954,25021,25202,25116,26438,28686,28398,28739,28704,29098,31366,34468,37428
E12000006,East of England,E07000072,Epping Forest,16024,17818,18040,19542,20906,18825,20497,21651,24268,25968,26710,29431,29179,25875,26939,27932,26474,28874,28606,28875,29652,31205,32911,32526,32497,33045,37078,42218
E12000006,East of England,E07000073,Harlow,19801,18914,18743,21007,22159,22105,25525,24945,25733,26466,31970,33321,30309,27991,27854,28678,27073,29438,28176,27721,29996,29480,31061,31063,28100,29692,32121,35930
E12000006,East of England,E07000074,Maldon,16008,16290,15383,18260,23005,21022,21688,22678,22231,22710,19599,24183,25115,24884,28209,25771,30075,25927,25026,27889,29537,27923,26830,27397,26586,29935,31321,31954
E12000006,East of England,E07000075,Rochford,15345,15538,17660,18097,17403,18372,18243,21224,21770,23195,24006,23439,24266,22282,22180,22058,24236,24083,26971,23742,26870,28111,32250,28591,29715,31454,34485,34942
E12000006,East of England,E07000076,Tendring,15048,16003,16005,16917,15083,17063,18885,19302,18748,18527,18288,19091,19365,21223,20529,22296,22730,24929,25047,23156,24241,25269,27212,28173,28014,31395,33004,30301
E12000006,East of England,E07000077,Uttlesford,16483,17845,19420,18835,20032,21652,23385,20740,22495,23120,25340,26366,25921,27753,27770,26397,25851,27336,26710,28868,28837,29997,30932,32386,32533,34299,37685,36574
E12000006,East of England,E07000095,Broxbourne,18622,17777,17280,18530,19234,19812,21138,21434,23147,22437,22002,24945,24540,24424,26160,25149,27431,28545,28866,26097,29511,31525,30927,29980,34864,34559,35502,37611
E12000006,East of England,E07000096,Dacorum,18685,19702,20722,21505,22823,24466,25458,25434,25276,25539,27931,29562,28244,27998,27812,28015,27754,27579,26116,30031,29013,30941,30798,32868,30994,30648,33118,34161
E12000006,East of England,E07000098,Hertsmere,18361,20114,20639,21872,22854,22892,22732,25146,25278,25168,25795,26585,29395,32299,26272,30270,29505,28261,29997,30751,31670,31760,31295,31379,34123,37392,38162,44347
E12000006,East of England,E07000099,North Hertfordshire,16744,18612,18953,20553,20667,22536,22387,23144,24107,25057,24528,26125,27306,27907,27401,27568,27865,28786,31128,30031,32506,30924,34299,32994,35162,35094,37901,36802
E12000006,East of England,E07000102,Three Rivers,18935,23548,23631,22952,25161,27778,30100,31085,32216,34097,35575,36589,32811,33472,32222,31466,31626,31010,30448,33164,33589,34592,34022,29689,35015,41345,46735,43676
E12000006,East of England,E07000103,Watford,20542,21241,22532,21164,23546,21428,25527,24052,24594,25547,24809,26432,27080,26251,24589,27977,29391,29905,26397,30428,28202,29135,30448,31719,32059,28699,33042,39448
E12000006,East of England,E07000143,Breckland,14740,15319,15731,15892,17332,17642,16625,17712,19229,19727,20215,20680,21059,21137,21877,24490,22177,22299,21709,24281,22369,24515,25142,26469,26611,27912,31679,31940
E12000006,East of England,E07000144,Broadland,13989,15043,15477,16361,17277,17254,17924,19108,18759,20501,21077,22946,22377,22570,22231,23833,24607,24614,25386,23744,24288,26539,28652,29861,29740,32860,33530,35813
E12000006,East of England,E07000145,Great Yarmouth,15371,15695,18369,18771,19014,20201,20312,20719,21600,22451,24183,23971,24559,23708,25196,26086,25563,24226,26912,28743,25672,26965,28416,29316,30420,31601,32755,32773
E12000006,East of England,E07000146,King's Lynn and West Norfolk,16478,16008,16289,17951,17882,18812,19264,18788,19731,20895,22067,22981,22465,22051,24483,24794,23686,26452,25803,26119,25278,26660,29479,28904,28588,29860,31767,34761
E12000006,East of England,E07000147,North Norfolk,13660,14537,14591,14922,15837,16841,17658,18856,18283,17271,18157,19578,20027,20820,21343,20984,20952,20996,24303,25353,24480,25054,25322,28450,25418,28209,28402,30120
E12000006,East of England,E07000148,Norwich,15851,16556,17319,18377,18853,18539,19463,19313,20606,21659,22163,22871,23811,23949,25638,24871,24748,23969,25235,27563,26849,27163,27446,28506,30450,29217,31692,34711
E12000006,East of England,E07000149,South Norfolk,15225,15570,18419,20779,20908,19870,20133,21962,22369,22753,20895,24048,25379,24224,24823,24934,25403,25198,25833,26941,27277,28719,28665,29090,30838,32570,34963,36624
E12000006,East of England,E07000200,Babergh,15131,16044,16051,17502,18228,17606,17958,19584,19659,21973,23491,21998,23065,22341,23691,23507,21324,23583,23723,22196,24918,23945,25755,26678,26858,26372,28411,32498
E12000006,East of England,E07000202,Ipswich,14970,15288,15393,16427,18093,18317,18619,19628,20400,22278,22798,24995,23468,23016,24241,24633,24687,26219,25701,28349,27072,27865,26867,27919,28297,32000,33389,33482
E12000006,East of England,E07000203,Mid Suffolk,15251,16055,15716,15254,16808,18781,18018,19629,19524,20518,20525,21548,22143,21260,22786,22068,24085,24051,27639,25051,24991,28068,28955,30459,29072,29165,32369,37482
E12000006,East of England,E07000240,St Albans,,,,,,,22605,24321,25741,27087,27937,27977,29860,27509,27587,27659,25861,28992,29311,28949,31202,32098,32940,33867,32899,34174,36111,40149
E12000006,East of England,E07000241,Welwyn Hatfield,,,,,,,26001,25435,29542,28548,29249,30138,29559,29528,26159,29020,28588,29954,30288,31578,32959,33695,34998,36958,33924,38695,38668,44496
E12000006,East of England,E07000242,East Hertfordshire,,,,,,,23992,24961,25416,24218,25245,24278,25699,26471,26824,27038,30138,29041,30187,31107,29458,31204,32433,32748,33981,35073,40684,42852
E12000006,East of England,E07000243,Stevenage,,,,,,,26207,27262,25452,26882,26576,26898,28527,29078,30704,31841,29656,31892,32961,33650,34686,33532,35429,35658,36261,39144,41741,38897
E12000006,East of England,E07000244,East Suffolk,,,,,,,21247,22060,22155,22558,23989,25639,25472,25426,26203,24000,25225,26507,26304,27321,27853,27022,29901,29625,28253,33521,34551,35107
E12000006,East of England,E07000245,West Suffolk,,,,,,,18785,19665,20114,20782,20352,22913,23280,23785,25126,22876,23453,23519,23715,25130,25423,26636,27590,28898,28757,29908,33897,33681
E12000007,London,E09000001,City of London,28181,29297,33020,34903,39104,39750,42128,43347,45000,46292,49955,50503,52092,52271,54381,54000,54202,54710,54034,55487,56295,61203,61527,60407,63000,61911,62015,64008
E12000007,London,E09000002,Barking and Dagenham,17218,22504,21480,22618,22323,24813,25337,26089,26680,26549,30200,29396,30973,28527,28201,33131,32248,32698,33018,30994,28553,29995,28739,32444,32482,31559,34341,35777
E12000007,London,E09000003,Barnet,17427,18606,19568,21761,20916,23112,23843,25389,27033,26071,27436,27978,30496,30000,30237,29594,29353,31162,30900,32623,32143,29927,31637,34022,34800,34021,38457,35959
E12000007,London,E09000004,Bexley,18043,18737,18621,19363,20217,21101,22232,20946,23936,24719,26457,28326,28222,27738,28638,27440,28512,28505,29664,29177,30733,30858,31656,31742,29194,34976,35728,37948
E12000007,London,E09000005,Brent,17427,18914,18532,22348,21878,21350,23024,23323,24209,25279,25763,27326,27503,25997,26772,27577,28034,29514,29987,30699,30134,30366,31706,34046,33633,42766,36160,37822
E12000007,London,E09000006,Bromley,14693,16175,16720,16401,15684,16635,19042,21192,24241,25715,25666,27236,26951,27712,28163,28082,28126,27926,30444,30861,29819,30762,31765,34975,34432,36640,40138,41575
E12000007,London,E09000007,Camden,21507,23036,23677,25484,27386,27432,30007,30510,31314,32418,33059,35314,36375,36527,35967,36962,36336,36748,36970,37817,38147,39198,40238,40422,41262,44583,45326,47882
E12000007,London,E09000008,Croydon,18168,18846,19563,21339,20889,22675,22810,24371,24652,26049,25965,27482,28225,28586,28979,28974,30939,31154,30628,31479,32109,33804,35654,34107,34911,38726,38696,43337
E12000007,London,E09000009,Ealing,19191,20005,20580,22512,23862,24542,24353,26722,27235,26354,27490,29439,28234,28732,28646,31104,29733,28825,28657,29241,30259,29928,31032,32685,32213,34810,37856,40302
E12000007,London,E09000010,Enfield,17881,19248,19289,22467,24136,24654,22463,27414,24594,25088,26325,25550,27828,26967,26412,27123,25805,25805,26230,28918,29134,29238,28170,31143,30808,36278,35885,39025
E12000007,London,E09000011,Greenwich,19060,20229,21236,22121,20761,21846,23582,25387,26330,27363,29319,30766,29871,31821,29932,30097,29251,28954,30497,30180,32635,33163,33214,34257,34429,33719,37420,38279
E12000007,London,E09000012,Hackney,21528,24878,23249,24083,24095,24582,25300,26687,28923,30105,28996,31589,33107,35149,33512,34803,33097,33116,31566,32404,33618,35286,35082,36756,39181,43182,45094,49245
E12000007,London,E09000013,Hammersmith and Fulham,22196,21930,25000,25264,26319,28012,29808,29830,30787,30464,33535,33779,36525,35033,36143,35136,34554,33688,34652,35000,36972,40972,38177,41807,39419,40739,44642,46247
E12000007,London,E09000014,Haringey,18038,18079,18783,19772,20349,21972,22412,23481,24626,27020,26281,29859,28515,29597,28032,29116,29609,30325,30072,29753,31442,29801,30515,33613,32485,32825,35654,39453
E12000007,London,E09000015,Harrow,18533,20939,20596,22238,22960,23176,22796,24750,26162,25575,26107,27627,27532,27921,27540,26738,25784,26037,26770,30134,31255,30553,32812,29644,33811,33466,34818,38083
E12000007,London,E09000016,Havering,15904,16071,17165,17418,17940,16123,18250,18240,24296,26394,26079,28800,28317,28235,28415,28326,29858,30003,30591,28906,29134,30181,32227,33946,31985,33366,40653,42795
E12000007,London,E09000017,Hillingdon,21779,23208,24002,25038,26051,26159,26551,28003,29351,28771,30290,31291,31584,31586,33589,33822,35738,33984,32681,33093,33596,31886,35359,38024,34530,34259,36142,40120
E12000007,London,E09000018,Hounslow,19989,20146,20155,23230,22853,24399,26033,27457,29584,26853,27547,29475,31672,31307,32759,31821,31173,33038,33717,36235,34119,35935,36672,36958,37940,38209,39151,41653
E12000007,London,E09000019,Islington,22207,22525,25113,26598,28323,33497,29173,30410,30499,33995,34779,36357,36981,34551,36000,36653,37325,36751,36679,39894,39348,40000,41199,42105,41946,45290,48006,50532
E12000007,London,E09000020,Kensington and Chelsea,18512,20203,20646,22952,24979,26649,25778,26846,26855,26619,28355,30217,29901,30196,31491,30726,31307,30002,31524,30008,31678,32976,33000,35295,33779,36500,38939,44300
E12000007,London,E09000021,Kingston upon Thames,18638,20015,19302,20983,21427,22575,23803,23708,24937,25640,27274,26583,27497,28240,28997,29067,29450,30768,28635,30729,31308,30711,32261,35268,35713,36203,37469,40719
E12000007,London,E09000022,Lambeth,21158,22676,23151,24264,24019,24952,26287,27186,28337,29930,30633,30566,33415,33821,34836,35280,35397,34491,34852,34670,35036,36200,37226,38486,35700,38175,40843,45650
E12000007,London,E09000023,Lewisham,18356,19916,20580,22357,21990,23254,22398,25238,28022,27021,27673,29403,30891,30806,29567,29995,30478,29983,30932,32217,33294,29966,32392,34403,33457,35980,38918,40004
E12000007,London,E09000024,Merton,17396,18147,18962,18906,21014,22429,22948,23208,25991,24883,26346,28363,27662,27441,28066,28613,28610,27539,30040,28224,29627,31182,31741,33114,34210,33980,37158,38736
E12000007,London,E09000025,Newham,19269,18747,18862,19437,21054,21420,22828,25896,26331,27162,27434,29467,31028,32578,29998,30540,29334,29061,28886,30743,30770,30392,33600,33886,36668,39781,39077,47295
E12000007,London,E09000026,Redbridge,18413,18246,19580,20256,21106,22133,23259,22702,26462,27940,29429,29283,31235,30086,29829,28100,31215,31127,29098,28237,29189,27315,29967,32526,31034,34565,34426,37841
E12000007,London,E09000027,Richmond upon Thames,18570,20229,22321,22574,23799,23311,25527,26770,26809,28610,30881,32437,31733,32249,32197,31505,31997,31533,32660,33329,32141,34027,35390,35575,35651,36888,39523,41536
E12000007,London,E09000028,Southwark,21069,21586,22784,24857,27114,28062,29307,29609,29534,31575,32000,31227,34265,35050,36124,36056,36198,34612,36238,37159,37601,39998,40367,42925,41234,43951,43321,48221
E12000007,London,E09000029,Sutton,20469,19013,19582,22019,22972,23311,24434,24514,25714,25102,25182,26082,26111,26288,26743,25247,30061,25797,27355,28318,27945,28853,32999,35097,30763,35728,35588,39364
E12000007,London,E09000030,Tower Hamlets,23704,25640,26376,28445,31232,31168,34237,39128,39493,38975,41117,41880,43987,44443,45970,44880,46441,48309,46681,45975,49369,49237,45914,50465,47945,52498,60790,64995
E12000007,London,E09000031,Waltham Forest,17265,18732,18547,19776,21245,21799,22918,23857,21931,23074,25034,26609,27651,27755,28005,27235,28447,26484,29352,27455,28284,30298,30664,34680,31997,30914,35747,39589
E12000007,London,E09000032,Wandsworth,18841,19692,21321,22840,22054,23720,24288,26137,26549,27405,30513,30808,32373,31818,32033,31262,31491,31085,31968,33405,33137,34501,34814,34791,33499,36434,39723,39999
E12000007,London,E09000033,Westminster,22483,23015,24447,25951,26829,28879,29318,31482,32519,33474,35315,36048,36765,37836,37406,37649,36946,37260,39392,40000,42152,43015,43753,46251,45000,45253,49985,51815
E12000008,South East,E06000035,Medway,,18622,18643,19835,19802,19540,20795,20612,21643,22212,23473,24723,26240,26308,26508,26192,25489,26502,26826,26782,28024,28032,29378,32887,31178,33404,33589,35682
E12000008,South East,E06000036,Bracknell Forest,20208,23407,23443,24992,26512,26616,28496,30028,31636,33615,34540,36169,36049,35120,38513,36850,36901,37868,33290,35246,36621,37410,37533,42029,40908,43566,42842,46733
E12000008,South East,E06000037,West Berkshire,17177,18773,20693,21753,24511,26910,26312,29090,27989,29930,28798,31535,33305,32862,30645,30447,31169,32122,33727,32438,32034,35893,36483,35913,38677,37702,41619,45054
E12000008,South East,E06000038,Reading,18027,20166,20978,21537,22753,23671,26131,25697,27715,27388,27796,27019,29022,30193,30821,31640,31591,30268,31440,33354,36107,36366,34206,34290,34409,38196,39689,45618
E12000008,South East,E06000039,Slough,19874,20401,20817,24390,24778,25930,26821,27349,27135,27484,28099,29385,31969,30785,31841,30919,33113,30124,30539,31751,32053,33407,36445,34815,39000,41105,39308,42384
E12000008,South East,E06000040,Windsor and Maidenhead,18622,18027,20809,21908,24027,25213,27364,27476,29868,31236,30784,33226,32138,32008,32396,32727,33749,33381,34288,32980,35175,34790,33080,34632,33929,37456,37784,41155
E12000008,South East,E06000041,Wokingham,19806,21283,22223,23488,27923,30739,29631,30210,29440,30528,34628,33916,34496,36096,35725,38505,34899,36707,36668,38784,34508,38131,38492,37682,38276,37316,47033,45245
E12000008,South East,E06000042,Milton Keynes,18184,19008,19042,20119,20547,21617,22598,23524,23774,23966,25987,26227,27075,27033,26803,27472,28758,29244,29062,32458,30594,31847,34247,34277,32661,35248,39633,40974
E12000008,South East,E06000043,Brighton and Hove,15460,15554,16689,17552,19000,20758,20559,21394,21877,22898,23143,24994,24707,25503,24886,25442,25544,27445,26541,27951,28083,27795,30230,33361,32037,31980,34861,36921
E12000008,South East,E06000044,Portsmouth,17036,17683,17185,18454,20847,21049,21996,22310,23094,24786,25406,26433,28136,28911,27457,27064,27067,27272,27867,28660,28239,29576,30996,32877,31851,34136,35073,38710
E12000008,South East,E06000045,Southampton,17584,17996,18988,19341,21753,21845,23121,23178,24050,24500,25417,26919,27251,27041,27902,27610,28101,28928,28604,29872,31119,28374,31381,32511,31365,33968,36110,37000
E12000008,South East,E06000046,Isle of Wight,14803,16118,16363,17595,18966,17527,20358,18831,20742,20791,22074,23247,23935,22207,23952,25192,23218,24009,23830,25063,24420,24802,24765,27193,26054,27696,28285,30983
E12000008,South East,E06000060,Buckinghamshire,17730,18502,19191,20698,21491,23552,23791,24898,25155,25440,26234,27875,29074,28148,28023,28444,29037,28825,28912,30618,31708,31122,33242,35000,35331,38798,38551,39847
E12000008,South East,E07000061,Eastbourne,16420,16765,17180,17249,18850,20597,20466,20962,22785,21708,24299,25833,25088,25120,25153,22972,23991,27184,27447,24969,26198,28922,30013,27526,28970,29278,31635,33009
E12000008,South East,E07000062,Hastings,13321,15799,15140,15695,16053,15757,17744,18127,18114,19853,18617,19330,20558,21700,22585,22506,22103,24266,24845,24683,24732,24799,24031,24936,25046,26006,26175,33463
E12000008,South East,E07000063,Lewes,17871,17333,17146,19758,19520,19405,20724,22259,21973,23352,23264,22131,25167,23931,25226,25160,26653,26413,26168,29072,31013,32396,29355,28243,31553,31318,34880,32038
E12000008,South East,E07000064,Rother,11709,13190,13941,15266,18445,18357,17599,18539,19750,19634,20490,20836,21878,21371,21393,21492,21362,20807,21581,22419,24393,22371,23567,24185,25355,28697,29417,32058
E12000008,South East,E07000065,Wealden,14563,15434,16157,17027,17604,18583,18997,20607,21331,20028,21804,22384,22695,23341,24015,23183,22825,21346,24784,24896,26737,26734,26999,28308,27011,28689,30908,32703
E12000008,South East,E07000084,Basingstoke and Deane,18779,20166,20872,20950,23389,25598,25371,27626,26474,27949,29466,31316,29952,30642,30410,28945,31322,31098,30792,33442,31687,33431,36209,35570,36221,38273,38432,41124
E12000008,South East,E07000085,East Hampshire,15872,17051,18245,19343,19818,22243,19650,19417,22571,22547,23768,22687,23108,26259,25796,24735,23410,24149,26844,26439,29448,28999,27979,29656,28504,34025,33133,34481
E12000008,South East,E07000086,Eastleigh,15851,16613,16579,17784,18564,18577,20091,20995,22489,22427,22016,22004,24048,25855,25147,25198,25599,26946,27987,28025,29103,28260,30214,31072,32906,32696,35289,36459
E12000008,South East,E07000087,Fareham,15090,17798,17020,18627,20808,19981,19869,20889,22586,21036,23003,25547,23874,24264,25333,26025,25875,27979,27701,27456,28378,30844,32088,28708,29645,32067,35962,39174
E12000008,South East,E07000088,Gosport,14604,16003,15254,15697,16945,18335,20717,20655,21196,22034,23132,21458,23255,22473,25112,22381,24561,27998,27949,25535,25289,27372,26714,31648,34953,29134,32134,36044
E12000008,South East,E07000089,Hart,20208,19937,20948,26917,25711,27384,27428,29779,26563,29208,30053,29229,33019,32824,30565,34328,31533,31669,32955,32077,34009,32367,36788,38287,37368,38752,38631,39509
E12000008,South East,E07000090,Havant,16191,16097,16387,17439,18761,18706,20106,19523,20055,22389,22161,21757,23848,24758,26615,27315,28932,25833,27730,27634,28104,27659,26925,28759,30273,30618,31786,35740
E12000008,South East,E07000091,New Forest,16071,17302,17250,19186,19561,19018,19744,20297,19893,21607,22450,22842,23586,23919,24484,24865,24710,26295,26611,26582,26473,28225,29328,31585,30815,33193,34533,33366
E12000008,South East,E07000092,Rushmoor,19650,20553,20410,21515,25000,26239,29408,28704,27654,30144,32561,33008,35820,34146,34600,32447,32800,32332,31965,29193,32637,36085,36979,35298,34320,35207,38505,41360
E12000008,South East,E07000093,Test Valley,16133,17912,17728,18563,18564,21971,20807,22612,23237,23532,23884,25188,26582,25964,27097,27675,27586,27745,28272,27826,28650,30333,30763,31631,31856,32967,35150,37018
E12000008,South East,E07000094,Winchester,16540,17422,18479,19466,21364,22971,24315,23670,24909,25523,27010,29152,28570,28397,27017,29810,30721,31150,31729,30515,33324,33310,32056,34043,33592,34557,37192,38544
E12000008,South East,E07000105,Ashford,17526,17297,17464,17739,19319,20758,20929,23188,22930,21155,21056,21632,23179,22982,24973,24353,23757,23735,25497,27510,27559,26852,30025,28912,29703,32177,31382,33981
E12000008,South East,E07000106,Canterbury,14385,15152,15757,16448,17814,17681,20283,21605,22171,21717,21822,23337,23730,23525,26561,25737,25688,25145,25296,24960,25638,26916,28202,27891,26515,33116,31597,35607
E12000008,South East,E07000107,Dartford,17526,19170,18864,17634,19959,21205,21035,20563,23761,27500,27819,29693,30377,28505,29014,28807,29103,28460,29026,31971,30967,31860,33755,36643,36887,37959,36768,38721
E12000008,South East,E07000108,Dover,17125,17333,17923,18477,18847,20772,20668,20470,25848,24602,22220,24430,26964,26348,25896,26553,26114,25136,26344,26753,27242,26038,30463,35105,30258,31363,36754,38718
E12000008,South East,E07000109,Gravesham,17662,17312,18063,18898,17854,19733,21054,22045,24328,22478,26266,29294,26039,27419,30934,27878,29121,29534,29853,29932,29711,29499,33644,34685,29921,34527,39843,39445
E12000008,South East,E07000110,Maidstone,15904,16264,16866,18000,18706,19697,20115,20874,20689,21547,21445,24491,24240,24838,24662,24671,23216,23412,27077,26202,28644,27580,29933,30742,31079,30535,30730,34018
E12000008,South East,E07000111,Sevenoaks,15570,17777,18016,19351,20490,20504,22186,23714,23264,23996,27582,26811,27837,24792,25779,25052,26876,28820,25244,26841,26062,28135,29572,33379,30037,30151,31669,35976
E12000008,South East,E07000112,Folkestone and Hythe,14343,15090,16081,16312,17018,17570,17659,18454,20353,18887,19246,23303,22456,24357,24293,26566,25254,24499,25629,23988,25247,27064,27708,24634,26824,31001,33811,34761
E12000008,South East,E07000113,Swale,16978,17735,17669,17699,17656,18503,22494,22646,21926,23433,24894,24954,25817,26126,25182,25497,24496,25174,26709,25223,25743,26825,27551,26859,27733,27846,31352,33536
E12000008,South East,E07000114,Thanet,14025,14964,15078,16760,16150,17374,17192,18115,18183,19130,20628,21194,20111,19111,20906,20355,21166,20609,21029,20772,20688,21826,25054,24368,24967,27476,29404,34997
E12000008,South East,E07000115,Tonbridge and Malling,18476,19123,19201,20768,19728,20978,23255,23387,23411,22447,23687,25877,26952,26980,25687,28276,26769,28216,28492,27879,28811,28960,29677,29339,28079,30920,32631,34717
E12000008,South East,E07000116,Tunbridge Wells,16222,16566,17177,19554,19640,21207,21646,23274,21293,22979,24728,24533,26437,25230,25920,28728,28068,26673,27333,27798,26588,29102,30429,29224,27843,31685,34285,37367
E12000008,South East,E07000177,Cherwell,16942,18236,18314,20356,17677,21215,22367,22550,22905,21609,22199,23708,26031,27246,26876,26891,25995,27075,28580,31541,30541,31928,30315,32332,31684,35014,36280,37654
E12000008,South East,E07000178,Oxford,17260,17620,19025,20213,21960,21343,22662,24358,25679,26154,26710,27584,27863,28945,29305,28982,29424,30475,31165,31799,32509,35550,34476,35732,35762,37574,39238,41152
E12000008,South East,E07000179,South Oxfordshire,16394,18612,18615,19339,19804,23096,25785,25648,25374,24845,27579,27907,26786,26408,26453,27387,26531,28220,30429,31410,32317,31122,33372,32779,33227,36686,40538,42673
E12000008,South East,E07000180,Vale of White Horse,18852,19535,20478,21543,23723,23922,24502,26169,26627,27098,31564,29649,30304,30523,34065,33066,33341,32605,34388,35007,37903,35473,35609,36821,37054,41105,40751,42981
E12000008,South East,E07000181,West Oxfordshire,16154,18492,20314,19265,21748,22524,22475,25081,23173,22986,23604,24390,25559,25262,25730,26720,26172,27581,28131,26295,29349,29011,32689,33423,31199,33122,35783,40331
E12000008,South East,E07000207,Elmbridge,18638,20459,21075,23400,23963,24836,25028,26182,30339,28316,31541,30165,28812,31022,31004,32249,32295,31504,33413,34507,34523,36002,36561,36531,34626,35167,42575,40429
E12000008,South East,E07000208,Epsom and Ewell,18392,19645,21225,18167,21210,22636,23441,23637,24542,25177,26439,28198,28940,30438,29593,31657,28305,24319,26962,27849,26480,28363,28684,28024,29470,28418,31056,36300
E12000008,South East,E07000209,Guildford,19436,19530,20865,21538,22341,23755,25593,26034,26802,26963,28503,31166,29936,29355,29678,31867,31608,30526,33103,34057,34138,35887,35009,36001,36737,39700,41411,44773
E12000008,South East,E07000210,Mole Valley,20125,20318,21495,20556,22362,25278,29935,30000,31125,32859,29971,31090,36000,35000,36485,37436,36078,34781,34313,34035,34801,32942,35541,34833,41184,39286,44794,43062
E12000008,South East,E07000211,Reigate and Banstead,18773,19483,19909,22390,23128,24356,25403,26838,27388,27581,30000,31843,30594,29761,31223,32867,30903,30297,32911,33015,34414,32844,33439,34935,33739,32355,35419,40961
E12000008,South East,E07000212,Runnymede,22034,20887,21963,23149,24963,28454,26462,27345,28981,31349,30523,32924,33767,33560,33156,35377,35558,37025,36342,35285,37110,36652,40011,40457,42356,38395,42702,45438
E12000008,South East,E07000213,Spelthorne,18387,21455,22691,24143,24066,27805,28928,31759,31609,28521,28593,30931,31204,29388,32721,33024,31964,34748,36246,33495,35639,32387,36013,32690,35730,37999,38393,43000
E12000008,South East,E07000214,Surrey Heath,21914,20276,23022,24469,26594,27789,29233,27946,28010,27969,28986,29859,31140,28697,29160,30048,31572,32322,31686,30000,30401,31383,37682,38780,38422,38814,37348,44529
E12000008,South East,E07000215,Tandridge,15752,17156,16698,17451,19221,19188,21064,20265,20907,22545,24300,24025,22696,25431,23141,20272,21606,24207,25175,26248,29427,26532,28511,31546,29940,33384,40196,37744
E12000008,South East,E07000216,Waverley,17537,17991,19832,19812,20905,20876,22330,21618,23446,24326,29350,26339,27299,24947,25635,26251,26014,26293,26055,28646,30412,29295,29376,29116,28779,30881,33413,39937
E12000008,South East,E07000217,Woking,16206,20980,21778,22843,23161,24084,27062,27685,28337,30310,28549,29725,25290,26403,23941,25111,24332,23734,25073,32301,32692,32921,37161,39133,34907,38791,37526,42565
E12000008,South East,E07000223,Adur,16926,18899,19644,19309,16594,22790,20374,22721,21776,22268,21310,22301,20641,21375,23929,22327,22361,22498,24061,24271,25874,25826,27186,27346,25711,26739,33187,36273
